1,1000,382.5107111374854
2,2000,786.4688608405884
3,3000,836.230072974174
4,4000,453.63683621437866
5,5000,1742.2187979137948
6,6000,225.8738348593125
7,7000,1567.0676065962323
8,8000,433.7036004809349
9,9000,440.15748521900787
10,10000,579.7132087551583
11,11000,1111.0479986610965
12,12000,185.23353398163056
13,13000,3229.0119572470144
14,14000,199.2077422876291
15,15000,554.1862383950321
16,16000,577.0686809669022
17,17000,2320.688790146633
18,18000,580.9363075158174
19,19000,595.2276753584166
20,20000,3238.8869819686875
21,21000,1471.6678048618248
22,22000,3421.6740860062373
23,23000,743.0634408817185
24,24000,600.5713940453829
25,25000,1040.1130534998351
26,26000,1119.829888482987
27,27000,2039.3752529164146
28,28000,715.7583631907698
29,29000,487.95750131984823
30,30000,2691.115253712261
31,31000,1922.5145194444497
32,32000,623.6317351599907
33,33000,2722.268148531951
34,34000,200.04328326959984
35,35000,485.73431471074616
36,36000,929.9954264372427
37,37000,1029.3387326560005
38,38000,659.8316795840149
39,39000,562.3039011488771
40,40000,1789.3185877279047
41,41000,2951.9700198906266
42,42000,3262.892488986297
43,43000,2844.578201985517
44,44000,389.67877381717517
45,45000,2057.089011498593
46,46000,794.7750987790171
47,47000,442.08141544905294
48,48000,378.8112946583575
49,49000,860.0992775068022
50,50000,1244.874518395961
51,51000,2799.3991764885
52,52000,468.96595682985173
53,53000,920.6408062457773
54,54000,2716.4830982555386
55,55000,2490.033451596305
56,56000,3359.806115573227
57,57000,3283.466178869266
58,58000,862.6081372175183
59,59000,3326.943142175672
60,60000,2850.671995746704
61,61000,3578.598115563976
62,62000,992.9495729967193
63,63000,1053.023997009068
64,64000,780.0706805315156
65,65000,471.3959113917019
66,66000,3564.138656200977
67,67000,943.9216000994999
68,68000,3410.951828598204
69,69000,1310.1066613253124
70,70000,834.173086745117
71,71000,3049.064011509846
72,72000,3468.7175412661513
73,73000,577.0006107190028
74,74000,476.1070768695405
75,75000,919.7593845445028
76,76000,237.17087956889586
77,77000,406.1214037633234
78,78000,325.6590582771347
79,79000,3566.8665950666727
80,80000,3584.0635912608304
81,81000,2701.897394154207
82,82000,340.1093071548156
83,83000,3596.55931414288
84,84000,748.8973064132842
85,85000,3292.2126482815174
86,86000,1155.7045422128565
87,87000,587.3133930046231
88,88000,1591.1356153029487
89,89000,2968.60705581975
90,90000,2088.490270602348
91,91000,725.0077919801843
92,92000,3096.211364240519
93,93000,852.9364847423116
94,94000,3081.818132390007
95,95000,3571.588815937065
96,96000,2253.2710196335747
97,97000,2589.2427301371476
98,98000,786.6236213103277
99,99000,3576.4744940694263
100,100000,1674.8474955339211
101,101000,1048.157082799925
102,102000,648.5024280350938
103,103000,500.57621273283286
104,104000,626.8350114378835
105,105000,3577.5012492869782
106,106000,679.2695979790407
107,107000,1084.6593895512476
108,108000,389.10326047584897
109,109000,1484.147767764832
110,110000,3599.2124370373886
111,111000,2193.203697845023
112,112000,742.6188002673287
113,113000,3586.1050531327282
114,114000,847.2342444290941
